1.000e+03 0 -422.169
1.010e+05 0 -413.189
2.010e+05 0 -369.963
3.000e+05 0 -452.584
4.010e+05 0 -428.608
5.010e+05 0 -428.737
6.000e+05 0 -383.233
7.000e+05 0 -390.306
8.010e+05 0 -456.765
9.010e+05 0 -375.449
1.000e+06 0 -313.920
1.100e+06 0 -264.158
1.200e+06 0 -211.074
1.300e+06 0 -236.765
1.400e+06 0 -224.859
1.500e+06 0 -222.249
1.600e+06 0 -251.229
1.700e+06 0 -184.803
1.800e+06 0 -174.431
1.900e+06 0 -140.995
2.001e+06 0 -214.376
2.100e+06 0 -263.387
2.200e+06 0 -249.217
2.300e+06 0 -195.414
2.400e+06 0 -198.337
2.500e+06 0 -142.980
2.600e+06 0 -145.022
2.700e+06 0 -148.343
2.800e+06 0 -116.306
2.900e+06 0 -72.736
3.000e+06 0 -44.076
3.101e+06 0 -40.152
3.201e+06 0 -55.140
3.301e+06 0 -20.091
3.401e+06 0 -71.825
3.501e+06 0 -72.853
3.601e+06 0 -14.704
3.701e+06 0 -15.884
3.801e+06 0 -15.279
3.901e+06 0 -65.116
4.001e+06 0 -107.649
4.101e+06 0 -89.168
4.201e+06 0 2.866
4.301e+06 0 62.106
4.401e+06 0 98.937
4.501e+06 0 90.068
4.601e+06 0 78.402
4.701e+06 0 5.458
4.801e+06 0 0.338
4.901e+06 0 -12.181
5.001e+06 0 -32.592
5.101e+06 0 -12.706
5.201e+06 0 -147.735
5.301e+06 0 -82.360
5.401e+06 0 6.800
5.501e+06 0 43.089
5.601e+06 0 2.915
5.701e+06 0 -63.392
5.801e+06 0 -36.971
5.901e+06 0 -45.117
6.001e+06 0 -10.575
6.101e+06 0 -79.941
6.201e+06 0 7.551
6.301e+06 0 -12.839
6.401e+06 0 -32.917
6.501e+06 0 -18.076
6.601e+06 0 -29.606
6.701e+06 0 -80.424
6.801e+06 0 31.840
6.901e+06 0 61.888
7.001e+06 0 26.098
7.101e+06 0 47.641
7.201e+06 0 48.468
7.301e+06 0 -24.051
7.401e+06 0 -41.113
7.501e+06 0 -98.399
7.601e+06 0 -153.451
7.701e+06 0 -180.384
7.801e+06 0 -252.770
7.901e+06 0 -268.464
8.001e+06 0 -335.124
8.101e+06 0 -302.499
8.201e+06 0 -277.657
8.300e+06 0 -297.193
8.400e+06 0 -293.227
8.500e+06 0 -323.902
8.600e+06 0 -324.820
8.700e+06 0 -360.875
8.800e+06 0 -335.266
8.900e+06 0 -342.773
9.000e+06 0 -292.494
9.100e+06 0 -371.743
9.200e+06 0 -361.587
9.300e+06 0 -344.751
9.400e+06 0 -350.630
9.500e+06 0 -436.156
9.600e+06 0 -357.617
9.701e+06 0 -349.172
9.800e+06 0 -328.315
9.900e+06 0 -327.108
1.000e+07 0 -320.007
1.010e+07 0 -405.399
1.020e+07 0 -375.375
1.030e+07 0 -331.018
1.040e+07 0 -303.146
1.050e+07 0 -342.795
1.060e+07 0 -331.242
1.070e+07 0 -343.484
1.080e+07 0 -296.725
1.090e+07 0 -226.398
1.100e+07 0 -229.317
1.110e+07 0 -184.043
1.120e+07 0 -199.883
1.130e+07 0 -246.420
1.140e+07 0 -155.987
1.150e+07 0 -211.210
1.160e+07 0 -184.071
1.170e+07 0 -268.147
1.180e+07 0 -265.509
1.190e+07 0 -245.687
1.200e+07 0 -283.803
1.210e+07 0 -344.911
1.220e+07 0 -328.686
1.230e+07 0 -357.471
1.240e+07 0 -298.307
1.250e+07 0 -397.911
